distance,elevation,gradient,hypso
16019.9639149332,2927,0.791959594928933,0.672376951876541
12060.7756057296,2062,0.0565685424949238,0.396867726536981
16037.6415844629,2944,0.961665222413705,0.649691358024692
12043.0979362,2061,0.0565685424949238,0.397019733288408
16055.3192539926,2955,0.622253967444162,0.633832303988275
12025.4202666703,2060,0.08,0.39736314916995
12012.9202666703,2059,0.0565685424949238,0.397825945870537
16072.9969235222,2961,0.339411254969543,0.625606480679259
11995.2425971406,2058,0.0562647075498827,0.398177981095436
16085.4969235222,2966,0.4,0.630786811904298
11977.564927611,2057.00537109375,0.00017578125,0.390645573021837
11965.064927611,2057.00317382812,0.00025390625,0.390610053165096
11952.564927611,2057,0.08,0.390604379386302
11940.064927611,2056,0.08,0.391101954123773
11927.564927611,2055,0.16,0.391634706237065
11915.064927611,2053,0.16,0.392149531691584
11902.564927611,2051,0.08,0.393224014820882
11890.064927611,2050,0.16,0.393759771485518
11877.564927611,2048,0.169705627484771,0.39483582785639
11769.3542494923,2036,0.318701171875,0.400870374116307
11756.8542494923,2032.01623535156,0.00017578125,0.400060201750128
11744.3542494923,2032.01403808594,0.00017578125,0.400053852424319
11731.8542494923,2032.01184082031,0.00017578125,0.400047503368758
11719.3542494923,2032.00964355469,0.00017578125,0.399930136410294
11706.8542494923,2032.00744628906,0.00017578125,0.399908847455562
11694.3542494923,2032.00524902344,0.00017578125,0.39988756107477
11681.8542494923,2032.00305175781,0.000172633491500622,0.36936744520771
16097.9969235222,2971,0.4,0.631897203325775
11859.8872580813,2045,0.16,0.396373664439897
11847.3872580813,2043,0.08,0.397309739382588
11834.8872580813,2042,0.08,0.397779877923985
11822.3872580813,2041,0.0565685424949238,0.398299657250787
11787.031919022,2039,0.169705627484771,0.399284554100036
11664.1765799627,2032,0.113137084989848,0.369358100688155
16110.4969235222,2976,0.4,0.644917064589092
11804.7095885516,2040,0.0565685424949238,0.398766632057971
11646.498910433,2030,0.339411254969543,0.370461866203141
16122.9969235222,2982,0.48,0.654150054367525
11628.8212409033,2024,0.395979797464467,0.373760936029311
16135.4969235222,2990,0.64,0.652169720347156
11611.1435713737,2017,0.24,0.377550620652565
11598.6435713737,2014,0.1593359375,0.379153392621011
11586.1435713737,2012.00830078125,0.00017578125,0.379810863319295
16153.1745930519,3000,0.565685424949238,0.641562500000001
11573.6435713737,2012.00610351562,0.000172633491500622,0.378063632363946
16170.8522625815,3007,0.395979797464467,0.726782689049745
11555.965901844,2012.00305175781,0.000172633491500622,0.377783930770468
16188.5299321112,3013,0.339411254969543,0.733497536945811
11538.2882323143,2012,0.08,0.377690009688054
11525.7882323143,2011,0.0562716128895427,0.378184036325615
16206.2076016409,3023,0.565685424949238,0.732971996386631
11508.1105627847,2010.00524902344,0.00017578125,0.378663608021215
11495.6105627847,2010.00305175781,0.000172633491500622,0.378085152666962
16218.7076016409,3033,0.8,0.765473684210527
11477.932893255,2010,0.0565685424949238,0.377649786029845
16236.3852711705,3046,0.735391052434009,0.7613416988417
11460.2552237254,2009,0.0565685424949238,0.378052533812109
16254.0629407002,3059,0.735391052434009,0.753928170594835
11442.5775541957,2008,0.0564442463810434,0.378561283093989
16271.7406102299,3074,0.848528137423857,0.735374149659866
11424.899884666,2007.00219726562,0.00017578125,0.378887464467577
16289.4182797595,3085,0.622253967444162,0.720386784850926
11412.399884666,2007,0.0565685424949238,0.378866413874047
16307.0959492892,3094,0.509116882454314,0.705965909090907
11394.7222151364,2006,0.113137084989848,0.378726170734194
16324.7736188189,3101,0.395979797464467,0.694627192982456
11377.0445456067,2004,0.113137084989848,0.379596095469215
16342.4512883485,3108,0.395979797464467,0.677419354838712
11359.366876077,2002,0.24,0.380649978558186
11346.866876077,1999,0.24,0.382235138656059
11334.366876077,1996,0.16,0.383676700733315
11321.866876077,1994,0.16,0.384683207921505
11309.366876077,1992,0.0563959090034232,0.385457306110392
16360.1289578782,3114,0.339411254969543,0.659090909090909
11291.6892065474,1991.00305175781,0.000172633491500622,0.385616580897593
16377.8066274078,3121,0.395979797464467,0.621621621621622
11274.0115370177,1991,0.113137084989848,0.38525974731344
16395.4842969375,3126,0.282842712474619,0.588169642857139
11256.3338674881,1989,0.0565685424949238,0.386236926526809
16413.1619664672,3132,0.339411254969543,0.519943019943027
11238.6561979584,1988,0.08,0.386638096424081
11226.1561979584,1987,0.0565685424949238,0.387124197029816
16430.8396359968,3135,0.169705627484771,0.479933110367888
11208.4785284287,1986,0.08,0.387561284747843
11195.9785284287,1985,0.0559263459065415,0.388007634011952
16448.5173055265,3136,0.0565685424949238,0.476363636363637
11178.3008588991,1984.01135253906,0.00017578125,0.388295660835331
11165.8008588991,1984.00915527344,0.000172633491500622,0.38824188546875
16466.1949750562,3137,0.0565685424949238,0.511538461538453
11148.1231893694,1984.00610351562,0.000172633491500622,0.388176720881195
16478.6949750562,3138,0.08,0.530701754385973
11130.4455198397,1984.00305175781,0.000172633491500622,0.387947852477417
16491.1949750562,3140,0.16,0.529411764705882
11112.7678503101,1984,0.0565685424949238,0.387316559346304
16503.6949750562,3143,0.24,0.492857142857149
11095.0901807804,1983,0.08,0.387794673190212
16516.1949750562,3146,0.24,0.42424242424241
11082.5901807804,1982,0.113137084989848,0.388272321520107
10610.1028073651,1950,0.07982421875,0.376895431865142
10597.6028073651,1949.00219726562,0.00017578125,0.377289712402324
10585.1028073651,1949,0.0565685424949238,0.377272066158195
16528.6949750562,3148,0.16,0.396825396825382
11064.9125112507,1980,0.169705627484771,0.389280447996883
10627.7804768948,1953,0.169705627484771,0.375501458835397
10567.4251378355,1948,0.113137084989848,0.377731023934544
16546.3726445858,3150,0.113137084989848,0.464285714285714
11047.2348417211,1977,0.113137084989848,0.390780891700637
10657.9581464245,1957,0.16,0.373539791255184
10645.4581464245,1955,0.113137084989848,0.374562290073954
10549.7474683058,1946,0.16,0.378724097511908
10537.2474683058,1944,0.24,0.379717396339387
10524.7474683058,1941,0.16,0.381223807106877
10512.2474683058,1939,0.16,0.382216396192638
10499.7474683058,1937,0.08,0.383186828033168
10487.2474683058,1936,0.08,0.383684031831488
10474.7474683058,1935,0.07982421875,0.384153927347246
10462.2474683058,1934.00219726562,0.00017578125,0.384155532887135
10449.7474683058,1934,0.078173828125,0.384152768510788
10437.2474683058,1933.02282714844,0.00017578125,0.374185431899808
10424.7474683058,1933.02062988281,0.00017578125,0.37416219838327
10412.2474683058,1933.01843261719,0.00017578125,0.374159766869879
10399.7474683058,1933.01623535156,0.00017578125,0.374157335415479
10387.2474683058,1933.01403808594,0.00017578125,0.37415490402007
10374.7474683058,1933.01184082031,0.00017578125,0.37415247268365
10362.2474683058,1933.00964355469,0.00017578125,0.374150041406216
10349.7474683058,1933.00744628906,0.00017578125,0.374147610187767
10337.2474683058,1933.00524902344,0.00017578125,0.374145179028301
10324.7474683058,1933.00305175781,0.000172633491500622,0.371763646871302
16564.0503141155,3153,0.169705627484771,0.5
16576.5503141155,3157,0.32,NaN
11029.5571721914,1975,0.113137084989848,0.391797339778045
10675.6358159541,1959,0.113137084989848,0.372524383517466
10307.0697987761,1933,0.0565685424949238,0.371474234656713
11011.8795026618,1973,0.078037109375,0.375775815261587
10999.3795026618,1972.02453613281,0.00017578125,0.376214993596015
10986.8795026618,1972.02233886719,0.00017578125,0.376211887628856
10974.3795026618,1972.02014160156,0.00017578125,0.376208781748486
10961.8795026618,1972.01794433594,0.00017578125,0.376205675954905
10949.3795026618,1972.01574707031,0.000172633491500622,0.369475041620046
10693.3134854838,1959.00305175781,0.000172633491500622,0.37257260835901
10289.3921292465,1932,0.08,0.371703645724244
10276.8921292465,1931,0.16,0.372208481914444
10264.3921292465,1929,0.24,0.373208753898397
10251.8921292465,1926,0.07845703125,0.374686149679406
10239.3921292465,1925.01928710938,0.00017578125,0.374947308443383
10226.8921292465,1925.01708984375,0.00017578125,0.374819756894981
10214.3921292465,1925.01489257812,0.00017578125,0.374806963291748
10201.8921292465,1925.0126953125,0.000172633491500622,0.374790792501728
10931.7018331321,1972.0126953125,0.000172633491500622,0.369300297107868
10710.9911550134,1959.00610351562,0.000172633491500622,0.372604126215189
10184.2144597168,1925.00964355469,0.00017578125,0.374733323646824
10171.7144597168,1925.00744628906,0.00017578125,0.374693531649171
10159.2144597168,1925.00524902344,0.00017578125,0.374673897992193
10146.7144597168,1925.00305175781,0.000172633491500622,0.372623110395006
10914.0241636024,1972.00964355469,0.000172633491500622,0.369089001576762
10728.6688245431,1959.00915527344,0.000172633491500622,0.37282092593447
10129.0367901871,1925,0.0564442463810434,0.372449426268765
10896.3464940728,1972.00659179688,0.00017578125,0.368309608749881
10883.8464940728,1972.00439453125,0.00017578125,0.368299582576285
10871.3464940728,1972.00219726562,0.00017578125,0.368278642921752
10858.8464940728,1972,0.08,0.368276061682871
10846.3464940728,1971,0.08,0.368321905774078
10833.8464940728,1970,0.16,0.368824134126158
10821.3464940728,1968,0.16,0.369837506911808
10808.8464940728,1966,0.24,0.370865017412121
10796.3464940728,1963,0.31849609375,0.372425131079731
10783.8464940728,1959.01879882812,0.00017578125,0.374482270632202
10771.3464940728,1959.0166015625,0.00017578125,0.374479609065036
10758.8464940728,1959.01440429688,0.00017578125,0.374476947566191
10746.3464940728,1959.01220703125,0.000172633491500622,0.372935242834076
10111.3591206575,1924.00219726562,0.00017578125,0.372560269524126
10098.8591206575,1924,0.0565685424949238,0.372488041660838
10081.1814511278,1923,0.226274169979695,0.372989008694614
10063.5037815982,1919,0.282842712474619,0.374995176908722
10045.8261120685,1914,0.159267578125,0.377485705025592
10033.3261120685,1912.00915527344,0.000172633491500622,0.378445568906668
10015.6484425388,1912.00610351562,0.000172633491500622,0.377648554392597
9997.97077300917,1912.00305175781,0.000172633491500622,0.377452825551967
9980.29310347951,1912,0.0565685424949238,0.377312702792144
9962.61543394984,1911,0.226274169979695,0.377804976228345
9944.93776442018,1907,0.113137084989848,0.379776683604901
9927.26009489052,1905,0.07982421875,0.380590939777729
9914.76009489052,1904.00219726562,0.00017578125,0.378693451184254
9902.26009489052,1904,0.08,0.378691056195227
9889.76009489052,1903,0.08,0.379175651996049
9877.26009489052,1902,0.08,0.379642306283921
9864.76009489052,1901,0.0565685424949238,0.380084809865398
9847.08242536086,1900,0.08,0.380513552297439
9834.58242536086,1899,0.078876953125,0.380995129372398
9822.08242536086,1898.01403808594,0.00017578125,0.381462127227118
9809.58242536086,1898.01184082031,0.00017578125,0.381412839919795
9797.08242536086,1898.00964355469,0.00017578125,0.38126547723419
9784.58242536086,1898.00744628906,0.00017578125,0.381259570977198
9772.08242536086,1898.00524902344,0.000172633491500622,0.379898531131238
9754.40475583119,1898.00219726562,0.00017578125,0.37921165145112
9741.90475583119,1898,0.0565685424949238,0.379192249751157
9724.22708630153,1897,0.07951171875,0.379564529060548
9711.72708630153,1896.00610351562,0.000244140625,0.380042796460754
9699.22708630153,1896.00305175781,0.000172633491500622,0.379500407431508
9681.54941677187,1896,0.0563959090034232,0.378874457808965
9663.8717472422,1895.00305175781,0.000244140625,0.379240933865327
9651.3717472422,1895,0.0565685424949238,0.37922649316296
9633.69407771254,1894,0.08,0.37970136509343
9621.19407771254,1893,0.0565685424949238,0.379913851944416
9603.51640818288,1892,0.113137084989848,0.380393783973024
9585.83873865321,1890,0.0565685424949238,0.381285182877744
9568.16106912355,1889,0.07982421875,0.381731390169666
9555.66106912355,1888.00219726562,0.00017578125,0.382047680243039
9543.16106912355,1888,0.0565685424949238,0.381728667656045
9525.48339959389,1887,0.0565685424949238,0.382115511915723
9507.80573006422,1886,0.111928650549343,0.382594633453993
9490.12806053456,1884.02136230469,0.000172633491500622,0.38314386966536
9472.4503910049,1884.01831054688,0.000172633491500622,0.383011360548235
9454.77272147524,1884.01525878906,0.000172633491500622,0.380728666378419
9437.09505194557,1884.01220703125,0.000172633491500622,0.380658428044767
9419.41738241591,1884.00915527344,0.000172633491500622,0.38061587643001
9401.73971288625,1884.00610351562,0.000172633491500622,0.380570029098163
9384.06204335658,1884.00305175781,0.000244140625,0.380546252288725
9371.56204335658,1884,0.078740234375,0.380544550183679
9359.06204335658,1883.01574707031,0.00017578125,0.381013054939973
9346.56204335658,1883.01354980469,0.00017578125,0.381010934845743
9334.06204335658,1883.01135253906,0.000172633491500622,0.380923576381145
9316.38437382692,1883.00830078125,0.00017578125,0.380906013879816
9303.88437382692,1883.00610351562,0.000172633491500622,0.380557363982752
9286.20670429726,1883.00305175781,0.000244140625,0.380502527923991
9273.70670429726,1883,0.0565685424949238,0.380497665551728
9256.02903476759,1882,0.169705627484771,0.380976593968877
9238.35136523793,1879,0.282842712474619,0.382415232144309
9220.67369570827,1874,0.24,0.384136650076822
9208.17369570827,1871,0.158671875,0.385549607472251
9195.67369570827,1869.0166015625,0.00017578125,0.386406992847194
9183.17369570827,1869.01440429688,0.00017578125,0.386354894883143
9170.67369570827,1869.01220703125,0.000172633491500622,0.386279527034421
9152.99602617861,1869.00915527344,0.000172633491500622,0.386153343398737
9135.31835664894,1869.00610351562,0.000172633491500622,0.384431438081385
9117.64068711928,1869.00305175781,0.000172633491500622,0.384376188923167
9099.96301758962,1869,0.0565685424949238,0.384225455892327
9082.28534805995,1868,0.113137084989848,0.38469631500497
9064.60767853029,1866,0.079755859375,0.385508570905514
9052.10767853029,1865.00305175781,0.000172633491500622,0.385960080164977
9034.43000900063,1865,0.0564442463810434,0.385257854196329
9016.75233947096,1864.00219726562,0.00017578125,0.385671996624629
9004.25233947096,1864,0.0565685424949238,0.385360505128405
8986.5746699413,1863,0.113137084989848,0.385664789468191
8968.89700041164,1861,0.08,0.386444477182893
8956.39700041164,1860,0.0563959090034232,0.386866652580135
8938.71933088198,1859.00305175781,0.000172633491500622,0.388844059399072
8921.04166135231,1859,0.0565685424949238,0.388822730520602
8903.36399182265,1858,0.08,0.388916345180692
