distance,elevation,gradient,hypso
36652.6063967407,2746,0.0565685424949238,0.400133116386902
36665.1063967407,2747,0.08,0.408001134950116
36634.928727211,2745,0.169705627484771,0.401393327638584
36682.7840662704,2750,0.169705627484771,0.404091967362463
36579.7510576814,2731,0.0795703125,0.416966514284217
36592.2510576814,2735,0.32,0.411242538512547
36604.7510576814,2739,0.32,0.405820752484052
36617.2510576814,2742,0.24,0.40167929513394
36700.4617358,2753,0.169705627484771,0.400811396596019
36712.9617358,2755,0.16,0.397934347488411
36567.2510576814,2730.00537109375,0.000179538831160647,0.416164452005202
36730.6394053297,2757,0.113137084989848,0.395165484343458
36743.1394053297,2760,0.24,0.393965042049144
36755.6394053297,2764,0.32,0.387808391234884
36768.1394053297,2768,0.32,0.381373250957832
36780.6394053297,2771,0.24,0.376790026438424
36793.1394053297,2772,0.08,0.375482937773165
36805.6394053297,2773,0.08,0.374448158526812
36818.1394053297,2773.00219726562,0.00017578125,0.384243647742598
36549.5733881517,2730.00219726562,0.00017578125,0.367824750670407
36835.8170748594,2774,0.0564442463810434,0.403133902850013
36537.0733881517,2730,0.08,0.367110122022051
36848.3170748594,2776,0.16,0.401759683641003
36524.5733881517,2729,0.23845703125,0.368573859087663
36860.8170748594,2776.00219726562,0.00017578125,0.401952164153801
36953.494744389,2794,0.169705627484771,0.526045023141368
36965.994744389,2797,0.24,0.596962471985122
36978.494744389,2800,0.24,0.594284337349398
36990.994744389,2804,0.32,0.590300578486554
37003.494744389,2808,0.32,0.58620177159503
37015.994744389,2813,0.4,0.580673124414116
37028.494744389,2818,0.4,0.574945895771152
37040.994744389,2823,0.4,0.569010335108049
37053.494744389,2828,0.4,0.562856049655642
37065.994744389,2832,0.32,0.557950377562029
37078.494744389,2835,0.24,0.55439865974712
37090.994744389,2838,0.24,0.550760888771093
36499.5733881517,2726.01708984375,0.000179538831160647,0.37146108690357
36512.0733881517,2726.01928710938,0.00017578125,0.371875273314509
36873.3170748594,2776.00439453125,0.00017578125,0.414021926222058
36885.8170748594,2777,0.0796484375,0.507222247221347
36898.3170748594,2780,0.24,0.503567794146153
36910.8170748594,2783,0.24,0.499842513906175
36923.3170748594,2787,0.32,0.494583797844667
36935.8170748594,2791,0.32,0.48919033355811
37108.6724139187,2842,0.226274169979695,0.551883201726978
37121.1724139187,2845,0.24,0.555749128919861
37133.6724139187,2850,0.4,0.570473112487655
36469.3957186221,2726.01171875,0.000179538831160647,0.37025491779373
36481.8957186221,2726.01391601562,0.00017578125,0.371252270928908
37151.3500834484,2859,0.509116882454314,0.575397404619416
36439.2180490924,2726.00634765625,0.000179538831160647,0.369161926778729
36451.7180490924,2726.00854492188,0.00017578125,0.36955659275075
37169.027752978,2869,0.565685424949238,0.560388324249302
36192.6190233254,2702,0.113137084989848,0.368122341308239
36205.1190233254,2703,0.08,0.367430674634923
36421.5403795627,2726.00317382812,0.000179538831160647,0.36811667362698
37186.7054225077,2878,0.509116882454314,0.54591676040495
37199.2054225077,2883,0.4,0.539875979011833
37211.7054225077,2886,0.24,0.535313577703914
36162.4413537957,2699,0.0565685424949238,0.366083770429933
36174.9413537957,2700,0.08,0.370618033527153
36222.7966928551,2706,0.169705627484771,0.36840621401483
36235.2966928551,2709,0.24,0.364279846290319
36403.8627100331,2726,0.0565685424949238,0.352867315857866
37229.3830920374,2891,0.282842712474619,0.540385608825343
36144.7636842661,2698,0.226274169979695,0.36745889168561
36252.9743623847,2712,0.169705627484771,0.359829153162632
36386.1850405034,2725,0.282842712474619,0.354365707740363
37247.060761567,2896,0.282842712474619,0.544867485226991
37259.560761567,2900,0.32,0.564993629051524
36127.0860147364,2694,0.226274169979695,0.372101022815009
36270.6520319144,2713,0.0565685424949238,0.358389963796765
36283.1520319144,2713.00219726562,0.00017578125,0.360187315824546
36295.6520319144,2713.00439453125,0.00017578125,0.361247089601954
36308.1520319144,2713.00659179688,0.00017578125,0.366111362685359
36320.6520319144,2713.0087890625,0.00017578125,0.366815219014889
36368.5073709737,2720,0.395178778063904,0.360885763533595
37277.2384310967,2906,0.339411254969543,0.590313507580436
36109.4083452067,2690,0.169705627484771,0.377283574254936
36338.3297014441,2713.01196289062,0.000179538831160647,0.368815788665629
36350.8297014441,2713.01416015625,0.00017578125,0.369254154868959
37294.9161006264,2916,0.565685424949238,0.660083671711578
36091.7306756771,2687,0.113012788875967,0.380597449313983
37312.593770156,2925,0.509116882454314,0.647600644122383
36074.0530061474,2685.00219726562,0.00017578125,0.365205329457668
37330.2714396857,2930,0.282842712474619,0.641097387330706
36061.5530061474,2685,0.08,0.365135597569536
37347.9491092153,2933,0.169705627484771,0.637870560857981
36049.0530061474,2684,0.0780859375,0.364883342097209
37365.626778745,2937,0.226274169979695,0.632634032634033
36036.5530061474,2683.02392578125,0.000179538831160647,0.365771571544025
37383.3044482747,2940,0.169705627484771,0.629064611486487
36018.8753366177,2683.02075195312,0.000179538831160647,0.365631624984046
37400.9821178043,2946,0.339411254969543,0.680365591397848
35876.1976670881,2681.009765625,0.000179538831160647,0.337938728790115
35888.6976670881,2682,0.07921875,0.337197168973922
35901.1976670881,2683,0.08,0.335940668480241
35913.6976670881,2683.00219726562,0.00017578125,0.335994464497025
35926.1976670881,2683.00439453125,0.00017578125,0.336918281537084
35938.6976670881,2683.00659179688,0.00017578125,0.338157160054461
35951.1976670881,2683.0087890625,0.00017578125,0.341481960987453
35963.6976670881,2683.01098632812,0.00017578125,0.34290199792125
35976.1976670881,2683.01318359375,0.00017578125,0.343786731644444
35988.6976670881,2683.01538085938,0.00017578125,0.344602094938253
36001.1976670881,2683.017578125,0.00017578125,0.346677676971229
37418.659787334,2955,0.509116882454314,0.666984321466658
35821.0199975584,2681,0.0565685424949238,0.33307737444243
35833.5199975584,2681.00219726562,0.00017578125,0.333492881819409
35846.0199975584,2681.00439453125,0.00017578125,0.33456906847008
35858.5199975584,2681.00659179688,0.00017578125,0.336285407257122
37436.3374568637,2965,0.565685424949238,0.649893760865366
35778.3423280288,2678,0.113137084989848,0.335514051393076
35790.8423280288,2679,0.08,0.33451444257727
35803.3423280288,2680,0.08,0.334018637885029
37454.0151263933,2974,0.509116882454314,0.632732024803977
35748.1646584991,2675,0.0565685424949238,0.338422218519578
35760.6646584991,2676,0.08,0.338054662905727
37471.692795923,2982,0.45254833995939,0.615853658536586
35730.4869889694,2674,0.08,0.331929662613839
37489.3704654527,2988,0.339411254969543,0.602465986394558
35717.9869889694,2673,0.16,0.333119509723624
37507.0481349823,2995,0.395979797464467,0.614071191999742
35705.4869889694,2671,0.16,0.335876877091601
37524.725804512,2999,0.226274169979695,0.605263157894737
35692.9869889694,2669,0.16,0.338653676562909
37542.4034740417,3004,0.282842712474619,0.617523923444978
35680.4869889694,2667,0.16,0.341279065984723
37560.0811435713,3009,0.282842712474619,0.614549952212291
35667.9869889694,2665,0.113137084989848,0.338749682451424
37577.758813101,3015,0.339411254969543,0.607705903145989
35650.3093194398,2663,0.15904296875,0.341311488089599
37595.4364826307,3021,0.339411254969543,0.617361952570539
35637.8093194398,2661.01196289062,0.000179538831160647,0.343346013502976
