,alt_mean,pend_mean,freq
0,90.9270210376127,1.5860576474859482,32941
1,96.05501983188385,4.371663382723491,27481
2,101.60637417218543,5.26456826183838,36240
3,106.79273000214454,4.59963158214013,37304
4,111.82562609049288,3.3035583431208693,76227
5,118.12124986933343,2.2123571178145416,114796
6,123.44150301272037,4.9594186423489806,71696
7,128.93761755485895,5.59921836109246,47850
8,134.39277961097602,6.332910729407198,46064
9,139.96526982048343,6.474998917067806,36654
10,145.19026686707693,7.765870216750764,35261
11,150.8321486596263,9.855437513477161,19696
12,156.3528472591804,11.339250456239322,16911
13,162.42661784486623,12.581839313516523,13382
14,167.99798750132402,13.731096305081733,9441
15,173.4609567025903,13.98314983048789,10578
16,179.00791755686816,14.543040082729446,7957
17,184.49484742371186,12.84377293026167,9995
18,189.91398000844714,13.517089331886826,7103
19,195.37752615737423,14.942262578466757,6977
20,200.99220352892902,16.51277047248957,4874
21,206.52386176631924,16.46723307199159,5469
22,211.957398537938,17.91608013014725,3967
23,217.46671354899203,18.64338997992841,4266
24,222.99553571428572,19.029659889159458,3360
25,228.56699507389163,18.59856143932918,4060
26,234.48058124174372,19.353684213832317,3785
27,239.98986889153755,18.426281091070006,3356
28,245.50396927016646,18.862674270747718,3905
29,251.01233786776336,18.653436896243605,3161
30,256.46793808734105,18.80566496515287,3618
31,262.02927849424884,18.87350111530815,2869
32,267.4586739327884,18.651083205924987,3303
33,272.97545526524146,19.503504129128142,2526
34,278.47292666209734,19.430709134580503,2918
35,283.9861048857015,20.2701958328392,2231
36,289.50729517396184,19.67980943190396,2673
37,295.0045475216007,18.911775936154466,2199
38,300.50019432568985,19.20393496019758,2573
39,305.9661946094107,18.679121423687985,2189
40,311.4845796366709,19.511019938924818,2367
41,317.4648148148148,20.48390598807622,2160
42,322.99379582628313,20.313854356035296,1773
43,328.49853515625,20.227306357235648,2048
44,334.01008191556394,20.705985423522545,1587
45,339.5110481586402,20.98104185429916,1765
46,344.95353535353536,20.9260187237351,1485
47,350.52025099828865,20.67046921942075,1753
48,356.0973702914001,20.799370280164474,1407
49,361.5368877867328,19.868433749424472,1613
50,366.9405785770133,20.067587602968043,1279
51,372.45454545454544,20.018398017676407,1452
52,377.98280802292265,21.447988679324773,1047
53,383.4743377483444,21.54180841340332,1208
54,389.4577656675749,21.42436155365555,1101
55,394.97231833910035,22.395942384121465,867
56,400.4842219804135,22.39542435069079,919
57,405.9886649874055,21.76605666907368,794
58,411.47086247086247,21.974615806883033,858
59,417.00148588410104,22.644397765708003,673
60,422.5098814229249,22.894566978861693,759
61,428.0,22.43196700807649,638
62,433.4759825327511,22.774035659245875,687
63,438.9243353783231,24.39342991535405,489
64,444.4136212624585,24.296424811860653,602
65,450.0674603174603,23.533227796119355,504
66,455.5238095238095,23.447819542203632,525
67,460.9950980392157,23.29843682751936,408
68,466.4065217391304,21.51510195783947,460
69,472.24421593830334,23.739025571658864,389
70,477.93706293706293,24.08160149967754,286
71,483.4633333333333,24.03719252705574,300
72,489.00722021660647,21.984514718021295,277
73,494.38955823293173,23.61406333283727,249
74,500.08092485549133,25.919010289142587,173
75,505.39344262295083,25.76223825887253,183
76,510.91129032258067,28.764366649812267,124
77,516.448275862069,30.736961502864443,145
78,522.2072072072073,31.070462183909374,111
79,527.5887096774194,30.651543555721158,124
80,532.9745762711865,30.215465472916424,118
81,538.4676258992806,26.496590590305466,139
82,544.4551724137931,28.15644193846604,145
83,550.1150442477876,26.363446109062803,113
84,555.310606060606,24.413477610458028,132
85,560.9326923076923,25.762662053108215,104
86,566.5242718446602,26.877993241097162,103
87,571.9480519480519,27.781281248315587,77
88,577.5263157894736,27.189512704548083,95
89,583.1590909090909,22.858909392898735,88
90,588.3603603603603,19.755645902307183,111
91,593.7564102564103,20.148584188559116,78
92,599.1866666666666,21.021146376927693,75
93,604.9285714285714,29.010712124052503,42
94,610.6818181818181,28.048021359877154,44
95,616.0,23.03021516297993,38
96,620.8666666666667,18.562917598088582,45
97,626.9615384615385,20.765251288047203,26
98,632.4615384615385,17.36112095759465,13
99,636.5714285714286,11.238826206752233,7
