,alt_mean,pend_mean,freq
0,174.35007385524372,3.0247924908929598,677
1,185.68841038632047,3.8060850012596834,1579
2,191.27434554973823,15.089221275102405,955
3,199.8990514905149,12.464711512613103,1476
4,207.5267175572519,17.606651707763284,1179
5,215.54609929078015,19.2410205895385,1128
6,222.99324324324326,20.643690310351484,888
7,230.5218631178707,20.256582645748956,1052
8,238.57385854968666,19.338589422918368,1117
9,246.46991150442477,19.326746661895143,1130
10,254.73776546629733,19.685883113166742,1083
11,262.43425925925925,20.05156911181079,1080
12,270.4244131455399,20.373202510506893,1065
13,277.9724366041896,21.084848423382677,907
14,285.5120817843866,20.676516036838848,1076
15,293.41714285714284,22.008882873739516,1050
16,301.5209523809524,22.4691858959198,1050
17,309.5222437137331,23.107356807480006,1034
18,317.404593639576,21.389378384914078,1132
19,325.48816827344433,22.593107173361346,1141
20,333.04347826086956,21.42097235464807,1081
21,340.493006993007,22.792400973243314,1144
22,348.5119926199262,23.462699780110064,1084
23,356.46712463199214,24.434990971373857,1019
24,364.43454935622316,25.50893033676393,932
25,372.3936842105263,25.86997423422964,950
26,380.55704008221994,25.134997571972633,973
27,388.05193236714973,25.38512190298182,828
28,395.6329509906152,25.381919455851456,959
29,403.4968684759917,25.347119069858483,958
30,411.57067510548524,25.525407314300537,948
31,419.51286939942804,23.449468532894997,1049
32,427.41988950276243,26.08800145143962,905
33,435.4194312796209,27.148805363200854,844
34,442.87219101123594,27.58188773038682,712
35,450.4218958611482,28.973104035106296,749
36,458.40511440107673,29.36327553886424,743
37,466.4965986394558,29.468965542073153,735
38,474.4076163610719,29.47373685614851,709
39,482.4957627118644,30.3539820983585,708
40,490.49411764705883,30.678848005042358,680
41,498.01967799642216,32.060976564137796,559
42,505.4804381846635,32.40273219542884,639
43,513.5428156748911,31.430473259813727,689
44,521.4261275272162,31.125947230711326,643
45,529.3161004431315,31.826251168370774,677
46,537.5612403100776,32.120848559593966,645
47,545.7650918635171,28.36456521281733,762
48,553.0594900849858,27.39233738555449,706
49,561.0521148036254,18.356090881538176,1324
50,568.5557251908397,21.001634105516754,1310
51,576.6948092557849,18.748570696796158,1599
52,584.3797333333333,18.19004566567739,1875
53,592.4836152219873,18.49825593829155,1892
54,600.5463976945244,18.599300538634704,1735
55,607.913258983891,16.950620481959064,1614
56,614.9470938897168,12.883013539782402,2684
57,623.1176571920759,9.15109706252531,5805
58,631.9991214197856,11.837592387331368,5691
59,639.8428897542634,11.290533793489614,7447
60,647.6558777253315,10.951610455575432,8898
61,655.5031160115053,12.205018325190016,8344
62,662.9394259818731,12.787308172904112,6620
63,670.337737926695,13.954431757239476,6357
64,678.3707759108929,14.603912993581964,5297
65,686.3070848375452,14.742094462233116,4432
66,694.4223706176962,15.345244714582902,3594
67,702.4171629669735,13.93500223649342,3694
68,710.367642222953,15.753495218800072,3041
69,717.8801822323462,16.52069927663086,2195
70,725.3657623947614,15.717501502905748,2138
71,733.4660194174758,18.121537754113234,1648
72,741.7803660565723,15.790089175460475,1803
73,749.3676844783715,17.350116571548938,1572
74,757.3457875457875,17.492626338563994,1365
75,765.394979079498,17.129931077398517,1195
76,773.4365426695842,19.54375817165333,914
77,780.9708141321045,20.809935521603364,651
78,788.4410112359551,20.620731818207194,712
79,796.3032786885246,21.248694899043098,610
80,804.2369477911647,22.473966377686306,498
81,812.2779220779221,25.048540644212203,385
82,820.4969512195122,26.41225198710837,328
83,828.5509554140127,25.585431179423242,314
84,836.0,24.069027811288834,288
85,843.5275862068966,24.498436074421324,290
86,851.5963636363637,25.33917776584625,275
87,859.3283582089553,26.726099320312045,201
88,867.3015873015873,26.3477609170177,189
89,874.6458333333334,26.66068384796381,144
90,883.7684210526315,33.636882280048575,95
91,890.8356164383562,31.98838316251154,73
92,898.4848484848485,29.707382491140656,99
93,906.5454545454545,27.73167129538276,88
94,914.6082474226804,21.304599292499503,97
95,921.3913043478261,17.262062734451845,69
96,930.1304347826087,29.691128274668817,23
97,937.75,25.191571712493896,20
98,945.0769230769231,22.030305568988506,13
99,951.25,10.96789813041687,4
