,alt_mean,pend_mean,freq
0,593.2226148409894,5.185721059991277,283
1,603.3864541832669,8.989782880976856,502
2,617.0140306122449,10.04594322081123,784
3,630.1878354203935,9.507695255637808,1118
4,644.4546313799622,11.029025117424801,1058
5,657.3881355932203,12.204357223086438,1180
6,671.6046852122987,11.799970225045133,1366
7,684.3698186528497,12.890407772609299,1544
8,697.9857142857143,11.71623411483162,1820
9,711.7864168618268,12.277973756717575,2135
10,725.4404388714734,11.129996444621243,2552
11,739.153650254669,12.381377740505393,2356
12,752.7366677707851,12.228611230652788,3019
13,766.0268477574226,12.338406293454685,3166
14,779.8681220095693,12.71138387344528,3344
15,792.8966801116972,13.096921118933926,3223
16,806.1136444602779,13.88705882945008,2807
17,820.2723470987977,17.071060491773512,1913
18,834.2635621699471,15.319879396970148,2083
19,847.4108341323107,15.78699933016746,2086
20,861.6792380952381,12.53595514706203,2625
21,874.1834896810507,12.564263669366461,2665
22,888.246274834437,13.175340972791444,2416
23,901.8831306187202,15.06534551335415,1891
24,915.3354321694333,16.97783184338107,1747
25,929.0937279774489,19.5932328043646,1419
26,942.640625,19.61190541088581,1536
27,956.5961995249406,17.816850604113377,1684
28,969.4524752475247,17.6679757309137,2020
29,983.7321675103543,17.08809233271357,2173
30,996.7941294732609,15.238477058208368,2487
31,1010.75611814346,17.124461779186998,2370
32,1023.9551867219917,15.454677773857512,2410
33,1037.4950038431975,15.645030999852546,2602
34,1050.7131661442006,14.613405767489564,2552
35,1064.468058968059,16.416960563110973,2442
36,1078.0481465700896,15.850291124800188,2347
37,1092.5055460750852,15.119342599966828,2344
38,1105.4045307443366,15.2021213909226,2781
39,1119.1586998087955,14.743327094150091,2615
40,1132.5942482025632,14.150476178756987,3199
41,1145.984926234766,14.164087966438132,3118
42,1159.4386629910407,16.365923604498562,2902
43,1173.8328767123287,15.191590322697,3285
44,1187.2586930455636,15.071406673899086,3336
45,1200.277028683501,14.157076169562474,4079
46,1214.0167597765362,15.199189631447593,3222
47,1227.5661743411526,14.668511319136295,3453
48,1241.0067842605156,13.793740939802845,3685
49,1254.3936170212767,14.294503788318298,3854
50,1268.4777448071216,15.578949979097978,3370
51,1281.9307507713404,16.843570463882966,2917
52,1295.6758021390374,17.62714430739615,2992
53,1309.2868044515103,16.70924245674394,3145
54,1322.3247261345853,15.987130227845102,3834
55,1336.5374071958881,18.210503837454326,3502
56,1350.0299212598425,18.84178922940427,3175
57,1363.3361321776815,17.76252465768599,3692
58,1376.8561933534743,17.955527666256145,3310
59,1390.2930728241563,18.32353682739273,3378
60,1403.6390728476822,19.27488402740494,2718
61,1417.4726430976432,21.43064238203796,2376
62,1431.4904801324503,20.38239766455052,2416
63,1444.8545826932923,22.57757621121541,1953
64,1458.6772777167948,23.94999711380701,1822
65,1471.8854700854702,22.614049238662773,1755
66,1485.2235376044569,26.91689918466265,1436
67,1498.7553093259464,29.64686301672558,1083
68,1512.2671755725191,32.02392947605548,1048
69,1526.4677574590953,32.01934393744152,1039
70,1539.9956803455723,32.62783839481181,926
71,1553.6473988439307,30.774989850718622,1038
72,1566.7580813347238,30.76097225769966,959
73,1580.2184615384615,33.035103212870084,975
74,1594.3028503562946,34.342042267180965,842
75,1607.443974630021,32.29156674567539,946
76,1621.2654462242563,32.98819759890471,874
77,1634.797507788162,37.18517469468518,642
78,1648.4215384615384,37.74481011170607,650
79,1661.9518900343642,37.62496517941714,582
80,1675.4224137931035,37.671088835288735,580
81,1688.9653846153847,36.206363737927035,520
82,1702.2442307692309,33.68484890644367,520
83,1716.320284697509,42.35523676448021,281
84,1729.7429906542056,45.963752102629044,214
85,1743.0913978494623,47.34189098112045,186
86,1756.7578947368422,44.5987087651303,190
87,1770.2346368715084,44.66432367889575,179
88,1784.3157894736842,44.08280705011379,171
89,1798.0402684563758,40.82902295797463,149
90,1811.5496183206108,41.882587097983325,131
91,1825.1491228070176,42.66194900713469,114
92,1838.2517985611512,36.651895118274275,139
93,1851.7536231884058,34.778495266817615,138
94,1865.1182795698924,35.84372253828151,93
95,1879.4444444444443,35.18676486159816,99
96,1892.9195402298851,27.26654099870002,87
97,1906.578313253012,18.491320483655816,83
98,1919.037037037037,20.37103702403881,27
99,1927.6666666666667,17.55741326014201,3
